,parent note,mid note,child note,count
7206,Spicy notes , Juniper,Macedonian juniper berry,6
7207,Spicy notes , Juniper,Juniper absolute,5
7208,Spicy notes , Juniper,Balkans juniper berry,4
7209,Spicy notes , Juniper,Spanish prickly pear,4
7210,Spicy notes , Juniper,Corsican juniper berry,3
7211,Spicy notes , Juniper,French juniper,3
7212,Spicy notes , Juniper,Juniper CO2,3
7213,Spicy notes , Juniper,Juniper tar,3
7214,Spicy notes , Juniper,Mountain juniper,3
7215,Spicy notes , Juniper,Spanish cade juniper wood,3
7216,Spicy notes , Juniper,Utah juniper,3
7217,Spicy notes , Juniper,Arizona juniper,2
7218,Spicy notes , Juniper,Balkans juniper,2
7219,Spicy notes , Juniper,Bulgarian juniper,2
7220,Spicy notes , Juniper,Bulgarian juniper berry,2
7221,Spicy notes , Juniper,Creeping juniper,2
7222,Spicy notes , Juniper,Himalayan juniper,2
7223,Spicy notes , Juniper,Indian juniper berry,2
7224,Spicy notes , Juniper,Italian juniper,2
7225,Spicy notes , Juniper,Norwegian juniper,2
7226,Spicy notes , Juniper,Texas cedar Orpur®,2
7227,Spicy notes , Juniper,Alligator juniper,1
7228,Spicy notes , Juniper,Alligator juniper wood,1
7229,Spicy notes , Juniper,Alpine juniper,1
7230,Spicy notes , Juniper,Blue juniper,1
7231,Spicy notes , Juniper,Chinese cade juniper wood,1
7232,Spicy notes , Juniper,Chinese juniper,1
7233,Spicy notes , Juniper,Corsican juniper,1
7234,Spicy notes , Juniper,Hungarian juniper berry,1
7235,Spicy notes , Juniper,Juniper berry seeds,1
7236,Spicy notes , Juniper,Juniper bud,1
7237,Spicy notes , Juniper,North American juniper berry,1
7238,Spicy notes , Juniper,Smoked prickly cedar,1
7239,Spicy notes , Laurel,Laurel,480
7240,Spicy notes , Laurel,Bay leaf,323
7241,Spicy notes , Laurel,Bay laurel,44
7242,Spicy notes , Laurel,Ravansara,27
7243,Spicy notes , Laurel,California bay laurel,14
7244,Spicy notes , Laurel,Indian bay leaf,11
7245,Spicy notes , Laurel,Lindera benzoin,5
7246,Spicy notes , Laurel,Laurel wood,3
7247,Spicy notes , Laurel,Cherry laurel,2
7248,Spicy notes , Laurel,Endlicheria metallica,2
7249,Spicy notes , Laurel,Hungarian laurel,2
7250,Spicy notes , Laurel,Laurel blossom,2
7251,Spicy notes , Laurel,Albanian laurel,1
7252,Spicy notes , Laurel,Bay leaf absolute,1
7253,Spicy notes , Laurel,Greek laurel,1
7254,Spicy notes , Laurel,Laurel bark,1
7255,Spicy notes , Mustard,Mustard,2
7256,Spicy notes , Mustard,Mustard blossom honey,1
7257,Spicy notes , Nutmeg,Nutmeg,4668
7258,Spicy notes , Nutmeg,Mace,114
7259,Spicy notes , Nutmeg,Indonesian nutmeg,61
7260,Spicy notes , Nutmeg,Nutmeg absolute,20
7261,Spicy notes , Nutmeg,Indian nutmeg,7
7262,Spicy notes , Nutmeg,Sri Lankan nutmeg,7
7263,Spicy notes , Nutmeg,Brazilian nutmeg,3
7264,Spicy notes , Nutmeg,Nutmeg leaf,3
7265,Spicy notes , Nutmeg,Spanish nutmeg,3
7266,Spicy notes , Nutmeg,Jamaican nutmeg,2
7267,Spicy notes , Nutmeg,Java nutmeg,2
7268,Spicy notes , Nutmeg,White nutmeg,2
7269,Spicy notes , Nutmeg,African nutmeg,1
7270,Spicy notes , Nutmeg,Ceylonese nutmeg,1
7271,Spicy notes , Nutmeg,Grenada nutmeg,1
7272,Spicy notes , Nutmeg,Madagascan nutmeg,1
7273,Spicy notes , Nutmeg,Malaysian nutmeg,1
7274,Spicy notes , Nutmeg,Nutmeg,1
7275,Spicy notes , Nutmeg,Nutmeg butter,1
7276,Spicy notes , Nutmeg,Nutmeg CO2,1
7277,Spicy notes , Nutmeg,Nutmeg Orpur®,1
7278,Spicy notes , Nutmeg,Persian nutmeg,1
7279,Spicy notes , Nutmeg,Sumatra nutmeg,1
7280,Spicy notes , Paprika,Paprika,92
7281,Spicy notes , Paprika,Green bell pepper,9
7282,Spicy notes , Paprika,Red bell pepper,8
7283,Spicy notes , Paprika,Wild bell pepper,1
7284,Spicy notes , Pepper,Pink pepper,6101
7285,Spicy notes , Pepper,Black pepper,3546
7286,Spicy notes , Pepper,White pepper,504
7287,Spicy notes , Pepper,Sichuan pepper,295
7288,Spicy notes , Pepper,Red pepper,175
7289,Spicy notes , Pepper,Green pepper,123
7290,Spicy notes , Pepper,Madagascan pepper,68
7291,Spicy notes , Pepper,Peppery notes,37
7292,Spicy notes , Pepper,Pepperwood™,30
7293,Spicy notes , Pepper,Cubeb,19
7294,Spicy notes , Pepper,Indian pepper,18
7295,Spicy notes , Pepper,Guinea pepper,17
7296,Spicy notes , Pepper,Jamaican pepper,17
7297,Spicy notes , Pepper,Mountain pepper,14
7298,Spicy notes , Pepper,Bourbon pepper,13
7299,Spicy notes , Pepper,Kava kava,10
7300,Spicy notes , Pepper,Long pepper,10
7301,Spicy notes , Pepper,Pepper leaf,10
7302,Spicy notes , Pepper,Betel leaf,8
7303,Spicy notes , Pepper,Nepalese pepper,7
7304,Spicy notes , Pepper,Bengali pepper,6
7305,Spicy notes , Pepper,Pepper tree,6
7306,Spicy notes , Pepper,Indonesian pepper,4
7307,Spicy notes , Pepper,Sanshō pepper,4
7308,Spicy notes , Pepper,Betel pepper,3
7309,Spicy notes , Pepper,Pepper blossom,3
7310,Spicy notes , Pepper,Cambodian pepper,2
7311,Spicy notes , Pepper,Persian pepper,2
7312,Spicy notes , Pepper,Sri Lankan black pepper,2
7313,Spicy notes , Pepper,Brazilian red pepper,1
7314,Spicy notes , Pepper,Californian pepper,1
7315,Spicy notes , Pepper,Chilenean pepper,1
7316,Spicy notes , Pepper,Comorian pepper,1
7317,Spicy notes , Pepper,Grey pepper,1
7318,Spicy notes , Pepper,Indian betel leaf,1
7319,Spicy notes , Pepper,Philippine pepper,1
7320,Spicy notes , Pepper,Thai pepper,1
7321,Spicy notes , Pepper,Vanuatu pepper,1
7322,Spicy notes , Pepper,Vietnamese white pepper,1
7323,Spicy notes , Saffron,Saffron,4413
7324,Spicy notes , Saffron,Persian saffron,49
7325,Spicy notes , Saffron,Saffron absolute,40
7326,Spicy notes , Saffron,Saffron blossom,38
7327,Spicy notes , Saffron,Spanish saffron,25
7328,Spicy notes , Saffron,Safraleine,17
7329,Spicy notes , Saffron,Kashmiri saffron,16
7330,Spicy notes , Saffron,Italian saffron,8
7331,Spicy notes , Saffron,Black saffron,6
7332,Spicy notes , Saffron,Saffron attar,6
7333,Spicy notes , Saffron,Shamamatul amber attar,6
7334,Spicy notes , Saffron,Greek saffron,4
7335,Spicy notes , Saffron,Safranal,4
7336,Spicy notes , Saffron,White saffron,4
7337,Spicy notes , Saffron,Afghan saffron,3
7338,Spicy notes , Saffron,Indonesian Saffron,2
7339,Spicy notes , Saffron,Moroccan saffron,2
7340,Spicy notes , Saffron,Asian saffron,1
7341,Spicy notes , Saffron,Egyptian saffron,1
7342,Spicy notes , Saffron,French saffron,1
7343,Spicy notes , Saffron,Japanese saffron,1
7344,Spicy notes , Saffron,Saffron CO2,1
7345,Spicy notes , Saffron,Saffron sirup,1
7346,Spicy notes , Saffron,Syrian saffron,1
7347,Spicy notes , Seed,Sesame,53
7348,Spicy notes , Seed,Seeds,4
7349,Spicy notes , Seed,Dill seed,2
7350,Spicy notes , Seed,Chia seed,1
7351,Spicy notes , Seed,Rye seed,1
7352,Spicy notes , Seed,Vegetable seeds,1
7353,Spicy notes , Seed,Wattleseed,1
7354,Spicy notes , Sesame,Sesame,53
7355,Spicy notes , Sesame,Roasted sesame,12
7356,Spicy notes , Sesame,Black sesame,7
7357,Spicy notes , Sesame,Sesame absolute,5
7358,Spicy notes , Sesame,Indian sesame,2
7359,Spicy notes , Sesame,Indian sesame absolute,2
7360,Spicy notes , Sesame,Roasted sesame absolute,2
7361,Spicy notes , Sesame,White sesame paste,2
7362,Spicy notes , Shiso,Shiso leaf,56
7363,Spicy notes , Shiso,Shiso,48
7364,Spicy notes , Shiso,Japanese shiso,4
7365,Spicy notes , Shiso,Shisolia®,1
7366,Spicy notes , Spices,Spices,3040
7367,Spicy notes , Spices,Exotic spices,68
7368,Spicy notes , Spices,Oriental spices,67
7369,Spicy notes , Spices,Pumpkin pie spice,52
7370,Spicy notes , Spices,Bay laurel,44
7371,Spicy notes , Spices,Dill,39
7372,Spicy notes , Spices,Indian spices,32
7373,Spicy notes , Spices,Chai spice,25
7374,Spicy notes , Spices,Eastern spices,10
7375,Spicy notes , Spices,Arabian spices,9
7376,Spicy notes , Spices,Mulling spices,8
7377,Spicy notes , Spices,Sumach,8
7378,Spicy notes , Spices,Moroccan spices,4
7379,Spicy notes , Spices,Winter spices,4
7380,Spicy notes , Spices,Bitters,3
7381,Spicy notes , Spices,Mediterranean spices,3
7382,Spicy notes , Spices,Brazilian spices,2
7383,Spicy notes , Spices,Caribbean spices,2
7384,Spicy notes , Spices,Masala spices,2
7385,Spicy notes , Spices,Mustard,2
7386,Spicy notes , Spices,Nepalese spices,2
7387,Spicy notes , Spices,Tropical spices,2
7388,Spicy notes , Spices,African spices,1
7389,Spicy notes , Spices,Indonesian spices,1
7390,Spicy notes , Spices,Japanese spices,1
7391,Spicy notes , Spices,Latin American spices,1
7392,Spicy notes , Spices,Malayan spices,1
7393,Spicy notes , Spices,Thai spices,1
7394,Spicy notes , Spices,Wattleseed,1
7395,Spicy notes , Star anise,Star anise,882
7396,Spicy notes , Star anise,Chinese star aniseed,2
7397,Spicy notes , Star anise,Indian star anise,1
7398,Spicy notes , Star anise,Japanese star anise,1
7399,Spicy notes , Turmeric,Turmeric,171
7400,Spicy notes , Turmeric,Turmeric absolute,3
7401,Spicy notes , Turmeric,Curcuma leaf,2
7402,Spicy notes , Turmeric,Indian curcuma,2
7403,Spicy notes , Turmeric,Turmeric latte,2
7404,Spicy notes , Turmeric,Madagascan curcuma,1
7405,Textile notes , Cotton,Cotton,185
7406,Textile notes , Cotton,Cotton flower,156
7407,Textile notes , Cotton,Egyptian cotton,7
7408,Textile notes , Cotton,Cotton fabric,4
7409,Textile notes , Cotton,Indian cotton,2
7410,Textile notes , Cotton,Hawaiian cotton,1
7411,Textile notes , Cotton,West Indian cotton,1
7412,Textile notes , Linen,Linen,84
7413,Textile notes , Linen,Flax,18
7414,Textile notes , Linen,Flax blossom,14
7415,Textile notes , Linen,New Zealand flax,9
7416,Textile notes , Linen,Linen absolute,1
7417,Textile notes , Silk,Silk,52
7418,Textile notes , Velvet,Velvet,28
7419,Textile notes , Wool,Wool,48
7420,Tobacco , Cigar,Cigar,32
7421,Tobacco , Cigar,Cigarette,13
7422,Tobacco , Cigar,Cuban cigar,10
7423,Tobacco , Cigar,Cigar smoke,3
7424,Tobacco , Cigar,Cigarette smoke,2
7425,Tobacco , Cigar,Menthol cigarette,1
7426,Tobacco , Cigar,Nicaraguan cigar absolute,1
7427,Tobacco , Tobacco flower,Tobacco flower,207
7428,Tobacco , Tobacco flower,Tobacco flower absolute,4
7429,Tobacco , Tobacco flower,Nicotiana alata blossom,3
7430,Tobacco , Tobacco flower,Balkans tobacco flower,2
7431,Tobacco , Tobacco flower,Tobacco flower bud,1
7432,Tobacco , Tobacco flower,Turkish tobacco flower,1
7433,Tobacco , Tobacco flower,White tobacco flower,1
7434,Tobacco , Tobacco flower,Yellow tobacco flower,1
7435,Woody notes , Alder,Alder,3
7436,Woody notes , Alder,Alderwood,1
7437,Woody notes , Aspen,Aspen,6
7438,Woody notes , Aspen,Aspen leaf,1
7439,Woody notes , Aspen,Aspen wood,1
7440,Woody notes , Atlas cedar,Atlas cedar,888
7441,Woody notes , Atlas cedar,Atlas cedar absolute,8
7442,Woody notes , Atlas cedar,Atlas cedar Orpur®,5
7443,Woody notes , Atlas cedar,Atlas cedar leaf,2
7444,Woody notes , Bark,Bark,41
7445,Woody notes , Bark,Tree bark,32
7446,Woody notes , Bark,Massoia bark,31
7447,Woody notes , Bark,Birch bark,29
7448,Woody notes , Bark,Oak bark,18
7449,Woody notes , Bark,Cedar bark,13
7450,Woody notes , Bark,Cassia bark,9
7451,Woody notes , Bark,Sequoia bark,9
7452,Woody notes , Bark,Lemon tree bark,7
7453,Woody notes , Bark,Fig tree bark,5
7454,Woody notes , Bark,Sandalwood bark,5
7455,Woody notes , Bark,Almond tree bark,4
7456,Woody notes , Bark,Amyris bark,3
7457,Woody notes , Bark,Pine bark,3
7458,Woody notes , Bark,Chinchona bark,2
7459,Woody notes , Bark,Cumaceba tree bark,2
7460,Woody notes , Bark,Cypress bark,2
7461,Woody notes , Bark,Elder bark,2
7462,Woody notes , Bark,Elm bark,2
7463,Woody notes , Bark,Eucalyptus bark,2
7464,Woody notes , Bark,Hawthorn bark,2
7465,Woody notes , Bark,Melaleuca bark,2
7466,Woody notes , Bark,Olive tree bark,2
7467,Woody notes , Bark,Rosewood bark,2
7468,Woody notes , Bark,Stone pine bark,2
7469,Woody notes , Bark,Willow bark,2
7470,Woody notes , Bark,Alyxia reinwardtii bark,1
7471,Woody notes , Bark,Apple tree bark,1
7472,Woody notes , Bark,Chiuri bark,1
7473,Woody notes , Bark,Cocoa tree bark,1
7474,Woody notes , Bark,Curry bark,1
7475,Woody notes , Bark,Hinoki bark,1
7476,Woody notes , Bark,Laurel bark,1
7477,Woody notes , Bark,Magnolia bark,1
7478,Woody notes , Bark,Magnolia tree bark,1
7479,Woody notes , Bark,Mango bark,1
7480,Woody notes , Bark,Mango tree bark,1
7481,Woody notes , Bark,Maple bark,1
7482,Woody notes , Bark,Mauby bark,1
7483,Woody notes , Bark,Mountain ash bark,1
7484,Woody notes , Bark,Mysore sandalwood bark,1
7485,Woody notes , Bark,Orange tree bark,1
7486,Woody notes , Bark,Palm bark,1
7487,Woody notes , Bark,Ponderosa pine bark,1
7488,Woody notes , Bark,Styrax tree bark,1
7489,Woody notes , Bark,Tea tree bark,1
7490,Woody notes , Bark,White cedar bark,1
7491,Woody notes , Bark,White tree bark,1
7492,Woody notes , Beech,Beech wood,10
7493,Woody notes , Beech,Beech,5
7494,Woody notes , Beech,Copper beech,1
7495,Woody notes , Beech,Hornbeam,1
7496,Woody notes , Beech,Hornbeam,1
7497,Woody notes , Beech,Romanian beechwood,1
7498,Woody notes , Birch,Birch,718
7499,Woody notes , Birch,Birch tar,235
7500,Woody notes , Birch,Birch leaf,132
7501,Woody notes , Birch,Birch wood,81
7502,Woody notes , Birch,Silver birch,74
7503,Woody notes , Birch,Birch bark,29
7504,Woody notes , Birch,Birch smoke,13
7505,Woody notes , Birch,Sweet birch,11
7506,Woody notes , Birch,Russian birch tar,4
7507,Woody notes , Birch,Smoked birch wood,4
7508,Woody notes , Birch,Birch resin,2
7509,Woody notes , Birch,Black birch,2
7510,Woody notes , Birch,Siberian birch,2
7511,Woody notes , Birch,Birch root,1
7512,Woody notes , Birch,Birch water,1
7513,Woody notes , Birch,Canadian birch,1
7514,Woody notes , Birch,Chinese birchwood,1
7515,Woody notes , Birch,Chinese red birch,1
7516,Woody notes , Birch,Indian birch tar,1
7517,Woody notes , Birch,Paper birch,1
7518,Woody notes , Birch,Scandinavian birch leaf,1
7519,Woody notes , Birch,Silver birch leaf,1
7520,Woody notes , Cabrueva,Cabreuva,84
7521,Woody notes , Cabrueva,Brazilian cabreuva,1
7522,Woody notes , Cabrueva,Paraguayan cabreuva,1
7523,Woody notes , Cashmere wood,Cashmere wood,1410
7524,Woody notes , Cashmere wood,Cashmeran,824
7525,Woody notes , Cashmere wood,Cashmere,532
7526,Woody notes , Cedar,Cedarwood,10953
7527,Woody notes , Cedar,Cedar,9348
7528,Woody notes , Cedar,Atlas cedar,888
7529,Woody notes , Cedar,White cedar,441
7530,Woody notes , Cedar,Cedar leaf,294
7531,Woody notes , Cedar,Himalaya cedar,178
7532,Woody notes , Cedar,Lebanon cedar,97
7533,Woody notes , Cedar,Blue atlas cedar,52
7534,Woody notes , Cedar,American cedar,43
7535,Woody notes , Cedar,Cedar needle,24
7536,Woody notes , Cedar,Ambermax®,22
7537,Woody notes , Cedar,Black cedar,15
7538,Woody notes , Cedar,Chinese cedar,15
7539,Woody notes , Cedar,Charred cedar,14
7540,Woody notes , Cedar,Smoked cedar,14
7541,Woody notes , Cedar,Cedar bark,13
7542,Woody notes , Cedar,Californian incense cedar,12
7543,Woody notes , Cedar,Canadian cedar,9
7544,Woody notes , Cedar,Cedar absolute,8
7545,Woody notes , Cedar,Indian cedar,6
7546,Woody notes , Cedar,Sicilian cedar,6
7547,Woody notes , Cedar,Cedar blossom,5
7548,Woody notes , Cedar,Cedarwood Orpur®,5
7549,Woody notes , Cedar,Cedar resin,4
7550,Woody notes , Cedar,Cuban cedar,4
7551,Woody notes , Cedar,Desert cedar,4
7552,Woody notes , Cedar,French cedar,4
7553,Woody notes , Cedar,American white cedar,3
7554,Woody notes , Cedar,Green cedar,3
7555,Woody notes , Cedar,Australian cedar,2
7556,Woody notes , Cedar,Cedar cone,2
7557,Woody notes , Cedar,Cedarwood absolute,2
7558,Woody notes , Cedar,Indian cedarwood,2
7559,Woody notes , Cedar,Italian cedar,2
7560,Woody notes , Cedar,White cedar absolute,2
7561,Woody notes , Cedar,African cedar,1
7562,Woody notes , Cedar,Alpine cedar,1
7563,Woody notes , Cedar,Balkan cedar,1
7564,Woody notes , Cedar,Beach cedar,1
7565,Woody notes , Cedar,Blue lebanon cedar,1
7566,Woody notes , Cedar,Canadian white cedar,1
7567,Woody notes , Cedar,Cedar,1
7568,Woody notes , Cedar,Cedar root,1
7569,Woody notes , Cedar,Ceylonese white cedar,1
7570,Woody notes , Cedar,Chinese white cedar,1
7571,Woody notes , Cedar,Clanwilliam cedar,1
7572,Woody notes , Cedar,Egyptian cedar,1
7573,Woody notes , Cedar,Egyptian cedar,1
7574,Woody notes , Cedar,French cedarwood,1
7575,Woody notes , Cedar,Georgian cedar,1
7576,Woody notes , Cedar,Himalaya cedar leaf,1
7577,Woody notes , Cedar,Indian cedar leaf,1
7578,Woody notes , Cedar,Java cedar,1
7579,Woody notes , Cedar,Madagascan cedar,1
7580,Woody notes , Cedar,Mediterranean cedar,1
7581,Woody notes , Cedar,Mulanje cedarwood ScentTrek™,1
7582,Woody notes , Cedar,North Korean cedar leaf,1
7583,Woody notes , Cedar,Peruvian cedar,1
7584,Woody notes , Cedar,Siamese cedar,1
7585,Woody notes , Cedar,Tibetan cedar,1
7586,Woody notes , Cedar,White cedar bark,1
7587,Woody notes , Chestnut,Chestnut,98
7588,Woody notes , Chestnut,Roasted chestnut,26
7589,Woody notes , Chestnut,Chestnut wood,10
7590,Woody notes , Chestnut,Chestnut cream,8
7591,Woody notes , Chestnut,Chestnut blossom,6
7592,Woody notes , Chestnut,Castanea sativa,5
7593,Woody notes , Chestnut,Horse-chestnut,5
7594,Woody notes , Chestnut,Chestnut honey,3
7595,Woody notes , Chestnut,Chestnut pie,1
7596,Woody notes , Chestnut,Chestnut purée,1
7597,Woody notes , Chestnut,Corsican chestnut,1
7598,Woody notes , Chestnut,Horse-chestnut bud,1
7599,Woody notes , Chestnut,Japanese chestnut blossom,1
7600,Woody notes , Chestnut,Portuguese chestnut,1
7601,Woody notes , Coniferous trees,Cedar,9348
7602,Woody notes , Coniferous trees,Virginia cedar,1240
7603,Woody notes , Coniferous trees,Pine,913
7604,Woody notes , Coniferous trees,Atlas cedar,888
7605,Woody notes , Coniferous trees,White cedar,441
7606,Woody notes , Coniferous trees,Fir,422
7607,Woody notes , Coniferous trees,Texas cedar,256
7608,Woody notes , Coniferous trees,Coniferous woods,231
7609,Woody notes , Coniferous trees,Balsam fir,230
7610,Woody notes , Coniferous trees,Himalaya cedar,178
7611,Woody notes , Coniferous trees,Spruce,168
7612,Woody notes , Coniferous trees,Black spruce,105
7613,Woody notes , Coniferous trees,Lebanon cedar,97
7614,Woody notes , Coniferous trees,Sequoia,85
7615,Woody notes , Coniferous trees,Nootka cypress,63
7616,Woody notes , Coniferous trees,Silver fir,63
7617,Woody notes , Coniferous trees,Stone pine,56
7618,Woody notes , Coniferous trees,Arborvitae,54
7619,Woody notes , Coniferous trees,Blue atlas cedar,52
7620,Woody notes , Coniferous trees,Douglas fir,52
7621,Woody notes , Coniferous trees,Pinyon pine,51
7622,Woody notes , Coniferous trees,Callitris columellaris,43
7623,Woody notes , Coniferous trees,Hemlock fir,39
7624,Woody notes , Coniferous trees,Blue spruce,38
7625,Woody notes , Coniferous trees,Scots Pine,35
7626,Woody notes , Coniferous trees,Swiss stone pine,33
7627,Woody notes , Coniferous trees,Aleppo pine,31
7628,Woody notes , Coniferous trees,Cryptomeria,25
7629,Woody notes , Coniferous trees,Sequoia wood,20
7630,Woody notes , Coniferous trees,Araucaria,19
7631,Woody notes , Coniferous trees,Larch,18
7632,Woody notes , Coniferous trees,Black cedar,15
7633,Woody notes , Coniferous trees,European black pine,15
7634,Woody notes , Coniferous trees,Pacific red cedar,15
7635,Woody notes , Coniferous trees,Weymouth pine,14
7636,Woody notes , Coniferous trees,Hiba cedar,13
7637,Woody notes , Coniferous trees,White fir,13
7638,Woody notes , Coniferous trees,Californian incense cedar,12
7639,Woody notes , Coniferous trees,Mountain pine,12
7640,Woody notes , Coniferous trees,White spruce,12
7641,Woody notes , Coniferous trees,Evergreens,11
7642,Woody notes , Coniferous trees,Ponderosa pine,11
7643,Woody notes , Coniferous trees,Conifer needle,10
7644,Woody notes , Coniferous trees,Coast redwood,9
7645,Woody notes , Coniferous trees,Grand fir,9
7646,Woody notes , Coniferous trees,Canadian pine,8
7647,Woody notes , Coniferous trees,French pine,8
7648,Woody notes , Coniferous trees,Lawson cypress,6
7649,Woody notes , Coniferous trees,Noble fir,6
7650,Woody notes , Coniferous trees,Scottish pine,6
7651,Woody notes , Coniferous trees,Sicilian cedar,6
7652,Woody notes , Coniferous trees,Yew,6
7653,Woody notes , Coniferous trees,Silver spruce,5
7654,Woody notes , Coniferous trees,Conifer resin,4
7655,Woody notes , Coniferous trees,Desert cedar,4
7656,Woody notes , Coniferous trees,European spruce,4
7657,Woody notes , Coniferous trees,Himalayan pine,4
7658,Woody notes , Coniferous trees,Balsam spruce,3
7659,Woody notes , Coniferous trees,Dwarf pine,3
7660,Woody notes , Coniferous trees,Jeffrey pine,3
7661,Woody notes , Coniferous trees,Kōyamaki,2
7662,Woody notes , Coniferous trees,Nordmann fir,2
7663,Woody notes , Coniferous trees,Norwegian pine,2
7664,Woody notes , Coniferous trees,Pitch pine,2
7665,Woody notes , Coniferous trees,Sawara cypress,2
7666,Woody notes , Coniferous trees,White cedar absolute,2
7667,Woody notes , Coniferous trees,Beach cedar,1
7668,Woody notes , Coniferous trees,Beach cedar,1
7669,Woody notes , Coniferous trees,Blue lebanon cedar,1
7670,Woody notes , Coniferous trees,Coniferan,1
7671,Woody notes , Coniferous trees,Florida cedar,1
7672,Woody notes , Coniferous trees,Himalaya spruce,1
7673,Woody notes , Coniferous trees,Huon pine tree,1
7674,Woody notes , Coniferous trees,Norfolk Island pine,1
7675,Woody notes , Coniferous trees,Sand pine,1
7676,Woody notes , Cypress,Cypress,1633
7677,Woody notes , Cypress,Nootka cypress,63
7678,Woody notes , Cypress,Fujian Cypress,57
7679,Woody notes , Cypress,Callitris columellaris,43
7680,Woody notes , Cypress,Cypress leaf,36
7681,Woody notes , Cypress,Cypress wood,31
7682,Woody notes , Cypress,Cypress absolute,29
7683,Woody notes , Cypress,French cypress,23
7684,Woody notes , Cypress,Tuscan cypress,14
7685,Woody notes , Cypress,Mediterranean cypress,13
7686,Woody notes , Cypress,Italian cypress,12
7687,Woody notes , Cypress,Spanish cypress,11
7688,Woody notes , Cypress,Lawson cypress,6
7689,Woody notes , Cypress,Cypress resin,4
7690,Woody notes , Cypress,Moroccan cypress,4
7691,Woody notes , Cypress,Black cypress pine,3
7692,Woody notes , Cypress,Monterey cypress,3
7693,Woody notes , Cypress,Chinese weeping cypress,2
7694,Woody notes , Cypress,Cypress bark,2
7695,Woody notes , Cypress,Cypress root,2
7696,Woody notes , Cypress,French cypress Orpur®,2
7697,Woody notes , Cypress,Levantine cypress,2
7698,Woody notes , Cypress,Madagascan cypress,2
7699,Woody notes , Cypress,Pemou root,2
7700,Woody notes , Cypress,Sawara cypress,2
7701,Woody notes , Cypress,Arizona cypress,1
7702,Woody notes , Cypress,Corsican cypress,1
7703,Woody notes , Cypress,Cypress moss,1
7704,Woody notes , Cypress,Cypress Orpur®,1
7705,Woody notes , Cypress,Cypress spurge,1
7706,Woody notes , Cypress,False cypress,1
7707,Woody notes , Cypress,Green cypress,1
7708,Woody notes , Cypress,Himalaya cypress,1
7709,Woody notes , Cypress,Japanese cypress,1
7710,Woody notes , Cypress,Kenyan cypress resin,1
7711,Woody notes , Cypress,Mediterranean cypress,1
7712,Woody notes , Cypress,Mexican cyrpess,1
7713,Woody notes , Cypress,Moroccan cypress leaf,1
7714,Woody notes , Cypress,Patagonian cypress,1
7715,Woody notes , Cypress,Provençal blue cedar,1
7716,Woody notes , Driftwood,Driftwood,409
7717,Woody notes , Driftwood,White driftwood,5
7718,Woody notes , Driftwood,Galapagos driftwood,1
7719,Woody notes , Ebony,Ebony,275
7720,Woody notes , Ebony,Macassar wood,4
7721,Woody notes , Ebony,Ebony tree root,2
7722,Woody notes , Ebony,Burmese ebony,1
7723,Woody notes , Ebony,Ebony ScentTrek™,1
7724,Woody notes , Ebony,Ebony wood resin,1
7725,Woody notes , Ebony,Madagascan ebony,1
7726,Woody notes , Ebony,Smoked ebony wood,1
7727,Woody notes , Elm tree,Elm,3
7728,Woody notes , Elm tree,Elm bark,2
7729,Woody notes , Elm tree,Elm seed,1
7730,Woody notes , Elm tree,English elm,1
7731,Woody notes , Gaiac wood,Gaiac wood,2649
7732,Woody notes , Gaiac wood,Paraguayan gaiac wood,53
7733,Woody notes , Gaiac wood,Indian gaiac wood,5
7734,Woody notes , Gaiac wood,Guaiacol,4
7735,Woody notes , Gaiac wood,Argentinian gaiac wood,3
7736,Woody notes , Gaiac wood,American gaiac wood,2
7737,Woody notes , Gaiac wood,Brazilian gaiac wood,2
7738,Woody notes , Gaiac wood,Caribbean gaiac wood,2
7739,Woody notes , Gaiac wood,Gaiac resin,2
7740,Woody notes , Gaiac wood,Venezuelan gaiac wood,2
7741,Woody notes , Gaiac wood,Gaiac wood absolute,1
7742,Woody notes , Gaiac wood,Indonesian gaiac wood,1
7743,Woody notes , Gaiac wood,Kenyan gaiac wood,1
7744,Woody notes , Gaiac wood,Peruvian gaiac wood,1
7745,Woody notes , Gaiac wood,White gaiac wood,1
7746,Woody notes , Hinoki,Hinoki cypress,140
7747,Woody notes , Hinoki,Hinoki wood,97
7748,Woody notes , Hinoki,Japanese hinoki cypress,4
7749,Woody notes , Hinoki,Hinoki needle,2
7750,Woody notes , Hinoki,Hinoki resin,2
7751,Woody notes , Hinoki,Hinoki bark,1
7752,Woody notes , Holly,Holly,19
7753,Woody notes , Holly,Holly berry,14
7754,Woody notes , Holly,Holly leaf,1
7755,Woody notes , Jacaranda,Jacaranda wood,21
7756,Woody notes , Jacaranda,Jacaranda,14
7757,Woody notes , Jacaranda,Jacaranda blossom,2
7758,Woody notes , Katsura tree,Katsura wood,2
7759,Woody notes , Katsura tree,Katsura leaf,1
7760,Woody notes , Katsura tree,Katsura tree,1
7761,Woody notes , Linden tree,Linden blossom,375
7762,Woody notes , Linden tree,Linden tree,95
7763,Woody notes , Linden tree,Linden tree leaf,8
7764,Woody notes , Linden tree,Linden tree wood,3
7765,Woody notes , Linden tree,Linden absolute,2
7766,Woody notes , Linden tree,Linden CO2,2
7767,Woody notes , Linden tree,American linden leaf,1
7768,Woody notes , Linden tree,Japanese linden tree,1
7769,Woody notes , Linden tree,Lime,tree...
