,parent note,mid note,child note,count
0,Aldehydes , Soapy notes,Soap,71
1,Aldehydes , Soapy notes,Soapy notes,21
2,Aldehydes , Soapy notes,Shampoo,4
3,Aldehydes , Soapy notes,French soap,3
4,Aldehydes , Soapy notes,Fabric softener,1
5,Animalic notes , Ambergris,Ambergris,5321
6,Animalic notes , Ambergris,Ambroxan,759
7,Animalic notes , Ambergris,Ambrox,322
8,Animalic notes , Ambergris,White ambergris,92
9,Animalic notes , Ambergris,Orcanox,68
10,Animalic notes , Ambergris,Ambreine,37
11,Animalic notes , Ambergris,Ambrofix,28
12,Animalic notes , Ambergris,Black ambergris,18
13,Animalic notes , Ambergris,Ambrarome,13
14,Animalic notes , Ambergris,Indian ambergris,13
15,Animalic notes , Ambergris,New Zealand ambergris,11
16,Animalic notes , Ambergris,Brown ambergris,8
17,Animalic notes , Ambergris,Ambergris absolute,6
18,Animalic notes , Ambergris,Cachalox,6
19,Animalic notes , Ambergris,Ambrarome absolute,5
20,Animalic notes , Ambergris,Baltic ambergris,5
21,Animalic notes , Ambergris,Grisalva,4
22,Animalic notes , Ambergris,Mozambican ambergris,4
23,Animalic notes , Ambergris,Scottish ambergris,4
24,Animalic notes , Ambergris,Irish ambergris,3
25,Animalic notes , Ambergris,American ambergris,1
26,Animalic notes , Ambergris,Arabian ambergris,1
27,Animalic notes , Ambergris,Belizean ambergris,1
28,Animalic notes , Ambergris,Irish brown ambergris,1
29,Animalic notes , Ambergris,Japanese ambergris,1
30,Animalic notes , Ambergris,Sumatran ambergris,1
31,Animalic notes , Castoreum,Castoreum,760
32,Animalic notes , Castoreum,Castoreum absolute,11
33,Animalic notes , Castoreum,Swedish castoreum,6
34,Animalic notes , Castoreum,Canadian castoreum,2
35,Animalic notes , Civet,Civet,1058
36,Animalic notes , Civet,Civet absolute,29
37,Animalic notes , Civet,Civettone,7
38,Animalic notes , Civet,Ethiopian civet,6
39,Animalic notes , Civet,Indian civet,5
40,Animalic notes , Civet,Indian civet absolute,2
41,Animalic notes , Hyraceum,Hyraceum,158
42,Animalic notes , Hyraceum,Hyraceum absolute,11
43,Animalic notes , Hyraceum,South African hyrax,3
44,Animalic notes , Leather,Leather,6402
45,Animalic notes , Leather,Suede,946
46,Animalic notes , Leather,Black leather,123
47,Animalic notes , Leather,Russian leather,103
48,Animalic notes , Leather,White leather,54
49,Animalic notes , Leather,Blond leather,32
50,Animalic notes , Leather,Tuscan leather,31
51,Animalic notes , Leather,Italian leather,20
52,Animalic notes , Leather,Morocco leather,9
53,Animalic notes , Leather,Chamois leather,7
54,Animalic notes , Leather,Red leather,7
55,Animalic notes , Leather,English leather,6
56,Animalic notes , Leather,Nappa leather,5
57,Animalic notes , Leather,Snake leather,5
58,Animalic notes , Leather,Brown leather,4
59,Animalic notes , Leather,Nubuck,3
60,Animalic notes , Leather,Deerskin,2
61,Animalic notes , Leather,Kashmiri leather,2
62,Animalic notes , Leather,Barenia leather,1
63,Animalic notes , Leather,Fallow deer leather,1
64,Animalic notes , Leather,French leather,1
65,Animalic notes , Leather,Gaucho leather,1
66,Animalic notes , Leather,Irish leather,1
67,Animalic notes , Leather,Laotian buaya,1
68,Animalic notes , Leather,Scottish leather,1
69,Animalic notes , Skin,Sensual skin accord,107
70,Aquatic notes , Algae,Algae,133
71,Aquatic notes , Algae,Seagrass,93
72,Aquatic notes , Algae,Irish moss,90
73,Aquatic notes , Algae,Algae absolute,19
74,Aquatic notes , Algae,Iodine,19
75,Aquatic notes , Algae,Red algae,14
76,Aquatic notes , Algae,Bladderwrack,6
77,Aquatic notes , Algae,Brown algae,5
78,Aquatic notes , Algae,French bladderwrack,4
79,Aquatic notes , Algae,Laminaria,4
80,Aquatic notes , Algae,Oarweed absolute,3
81,Aquatic notes , Algae,Red seagrass,3
82,Aquatic notes , Algae,Blue-green algae,2
83,Aquatic notes , Algae,Seagrass absolute,2
84,Aquatic notes , Algae,Black algae,1
85,Aquatic notes , Algae,Dulse,1
86,Aquatic notes , Algae,French brown algae,1
87,Aquatic notes , Algae,Japanese bladderwrack,1
88,Aquatic notes , Algae,Nori,1
89,Aquatic notes , Algae,Sardinian seagrass,1
90,Aquatic notes , Kelp,Kelp,279
91,Aquatic notes , Kelp,Fucus absolute,44
92,Aquatic notes , Kelp,Dried kelp,4
93,Aquatic notes , Kelp,Red kelp,4
94,Aquatic notes , Kelp,French kelp,2
95,Aquatic notes , Kelp,French fucus absolute,1
96,Aquatic notes , Marine notes,Marine notes,1945
97,Aquatic notes , Marine notes,Driftwood,409
98,Aquatic notes , Marine notes,Sea breeze,388
99,Aquatic notes , Marine notes,Sea salt,347
100,Aquatic notes , Marine notes,Kelp,279
101,Aquatic notes , Marine notes,Seawater,237
102,Aquatic notes , Marine notes,Spindrift,156
103,Aquatic notes , Marine notes,Algae,133
104,Aquatic notes , Marine notes,Seagrass,93
105,Aquatic notes , Marine notes,Sea mist,47
106,Aquatic notes , Marine notes,Suntan lotion,40
107,Aquatic notes , Marine notes,Salty air,38
108,Aquatic notes , Marine notes,Sea shell,34
109,Aquatic notes , Marine notes,Coral,20
110,Aquatic notes , Marine notes,Iodine,19
111,Aquatic notes , Marine notes,Sea minerals,11
112,Aquatic notes , Marine notes,Suntan oil,5
113,Aquatic notes , Marine notes,Arctical™,4
114,Aquatic notes , Marine notes,Oyster,3
115,Aquatic notes , Marine notes,Oysterplant,2
116,Aquatic notes , Marine notes,Starfish,2
117,Aquatic notes , Marine notes,Nautilus shell,1
118,Aquatic notes , Marine notes,North Atlantic,1
119,Aquatic notes , Marine notes,Pino Acetaldehyde,1
120,Aquatic notes , Marine notes,Sea plants,1
121,Aquatic notes , Ozone,Ozone,666
122,Aquatic notes , Ozone,Air accord,401
123,Aquatic notes , Ozone,Ozonic notes,392
124,Aquatic notes , Ozone,Helional,20
125,Aquatic notes , Ozone,Oxygen,20
126,Aquatic notes , Ozone,Floralozone,12
127,Aquatic notes , Ozone,Blue sky accord,11
128,Aquatic notes , Ozone,Calypsone®,10
129,Aquatic notes , Ozone,Liquid oxygen,3
130,Aquatic notes , Ozone,Liquazone,1
131,Aquatic notes , Ozone,Pino Acetaldehyde,1
132,Balsamic notes , Amyris,Amyris,571
133,Balsamic notes , Amyris,Haitian amyris,18
134,Balsamic notes , Amyris,Caribbean amyris,4
135,Balsamic notes , Amyris,Dominican amyris,4
136,Balsamic notes , Amyris,Amyris bark,3
137,Balsamic notes , Amyris,Jamaican amyris,3
138,Balsamic notes , Balsam fir,Balsam fir,230
139,Balsamic notes , Balsam fir,Balsam fir absolute,19
140,Balsamic notes , Balsam fir,Balsam fir needle,12
141,Balsamic notes , Balsam fir,Balsam fir resin,3
142,Balsamic notes , Balsam poplar,Balsam poplar bud,5
143,Balsamic notes , Balsam poplar,Black cottonwood,3
144,Balsamic notes , Balsam poplar,Balsam poplar,2
145,Balsamic notes , Balsams,Spruce balsam,8
146,Balsamic notes , Balsams,Pine balsam,7
147,Balsamic notes , Balsams,African balsam,2
148,Balsamic notes , Balsams,Canada balsam,1
149,Balsamic notes , Balsams,Nulu balsam,1
150,Balsamic notes , Cistus,Cistus,1064
151,Balsamic notes , Cistus,Cistus absolute,130
152,Balsamic notes , Cistus,Spanish cistus,44
153,Balsamic notes , Cistus,Gum rockrose,13
154,Balsamic notes , Cistus,Spanish cistus absolute,10
155,Balsamic notes , Cistus,Cistus creticus,5
156,Balsamic notes , Cistus,Cistus leaf,5
157,Balsamic notes , Cistus,French cistus,4
158,Balsamic notes , Cistus,Corsican cistus,3
159,Balsamic notes , Cistus,Moroccan cistus,3
160,Balsamic notes , Cistus,Tibetan cistus,3
161,Balsamic notes , Cistus,Indian cistus,2
162,Balsamic notes , Cistus,Montpellier cistus,2
163,Balsamic notes , Cistus,Portuguese cistus,2
164,Balsamic notes , Cistus,Spanish cistus absolute Orpur®,2
165,Balsamic notes , Cistus,Spanish cistus concrete,2
166,Balsamic notes , Cistus,Spanish cistus Orpur®,2
167,Balsamic notes , Cistus,Cistus creticus absolute,1
168,Balsamic notes , Cistus,Grey-leaved cistus,1
169,Balsamic notes , Cistus,Indian cistus absolute,1
170,Balsamic notes , Cistus,Moroccan cistus absolute,1
171,Balsamic notes , Cistus,North African cistus,1
172,Balsamic notes , Cistus,Provençal cistus,1
173,Balsamic notes , Copaiva balsam,Copaiba balsam,198
174,Balsamic notes , Copaiva balsam,Colombian copaiba balsam,1
175,Balsamic notes , Copaiva balsam,Copaiva balsam absolute,1
176,Balsamic notes , Fir balsam,Fir balsam,375
177,Balsamic notes , Fir balsam,Fir balsam absolute,33
178,Balsamic notes , Fir balsam,Canadian fir balsam,10
179,Balsamic notes , Fir balsam,Russian fir balsam,3
180,Balsamic notes , Fir balsam,Canadian fir balsam absolute,2
181,Balsamic notes , Fir balsam,French fir balsam,1
182,Balsamic notes , Fir balsam,Silver fir balsam,1
183,Balsamic notes , Gurjum,Gurjum wood,9
184,Balsamic notes , Gurjum,Gurjum balsam absolute,1
185,Balsamic notes , Gurjum,Malayan gurjum balsam,1
186,Balsamic notes , Incense,Frankincense,7759
187,Balsamic notes , Incense,Omani frankincense,164
188,Balsamic notes , Incense,Ethiopian frankincense,48
189,Balsamic notes , Incense,Choya Loban,47
190,Balsamic notes , Incense,Frankincense resin,46
191,Balsamic notes , Incense,Frankincense absolute,34
192,Balsamic notes , Incense,Frankincense CO2 absolute,31
193,Balsamic notes , Incense,Omani green frankincense,22
194,Balsamic notes , Incense,Church incense,20
195,Balsamic notes , Incense,Temple incense,18
196,Balsamic notes , Incense,Omani white frankincense,16
197,Balsamic notes , Incense,Frankincense CO2,15
198,Balsamic notes , Incense,Olibanum wood,15
199,Balsamic notes , Incense,Yemenite frankincense,15
200,Balsamic notes , Incense,Indian frankincense,14
201,Balsamic notes , Incense,Kyphi,14
202,Balsamic notes , Incense,African frankincense,11
203,Balsamic notes , Incense,Lakawood,11
204,Balsamic notes , Incense,Black frankincense,10
205,Balsamic notes , Incense,Breuzinho,9
206,Balsamic notes , Incense,Boswellia frereana,6
207,Balsamic notes , Incense,Tunesian frankincense,6
208,Balsamic notes , Incense,Frankincense oil,5
209,Balsamic notes , Incense,Somalian frankincense absolute,5
210,Balsamic notes , Incense,Moroccan frankincense,4
211,Balsamic notes , Incense,Persian frankincense,4
212,Balsamic notes , Incense,Somalian frankincense CO2,4
213,Balsamic notes , Incense,Somalian frankincense Orpur®,4
214,Balsamic notes , Incense,Olibanol,3
215,Balsamic notes , Incense,Uzbek frankincense,3
216,Balsamic notes , Incense,Armenian paper,2
217,Balsamic notes , Incense,Boswellia neglecta,2
218,Balsamic notes , Incense,Indonesian incense,2
219,Balsamic notes , Incense,Black frankincense absolute,1
220,Balsamic notes , Incense,Boswellia papyrifera,1
221,Balsamic notes , Incense,Boswellia socotrana,1
222,Balsamic notes , Incense,Frankincense ash,1
223,Balsamic notes , Incense,Frankincense water,1
224,Balsamic notes , Incense,Java frankincense,1
225,Balsamic notes , Incense,Kenyan frankincense,1
226,Balsamic notes , Incense,Madagascar frankincense,1
227,Balsamic notes , Incense,Muskatone,1
228,Balsamic notes , Incense,Omani red frankincense,1
229,Balsamic notes , Incense,South American frankincense,1
230,Balsamic notes , Peru balm,Peru balsam,715
231,Balsamic notes , Peru balm,Peru balsam absolute,7
232,Balsamic notes , Peru balm,El Salvadorian peru balsam,4
233,Balsamic notes , Peru balm,French peru balsam,1
234,Balsamic notes , Pine balsam,Pine balsam,7
235,Balsamic notes , Pine balsam,Pine balsam absolute,1
236,Balsamic notes , Resins,Pine resin,68
237,Balsamic notes , Resins,Fir resin,60
238,Balsamic notes , Resins,Candle wax,54
239,Balsamic notes , Resins,Frankincense resin,46
240,Balsamic notes , Resins,Tree resin,31
241,Balsamic notes , Resins,Sandalwood resin,14
242,Balsamic notes , Resins,Turpentine,12
243,Balsamic notes , Resins,Oriental resins,10
244,Balsamic notes , Resins,Colophony,9
245,Balsamic notes , Resins,Pinyon pine resin,8
246,Balsamic notes , Resins,Exotic resins,6
247,Balsamic notes , Resins,Spruce resin,6
248,Balsamic notes , Resins,Cedar resin,4
249,Balsamic notes , Resins,Conifer resin,4
250,Balsamic notes , Resins,Cypress resin,4
251,Balsamic notes , Resins,Omumbiri resin,4
252,Balsamic notes , Resins,Pistachio tree resin,4
253,Balsamic notes , Resins,Balsam fir resin,3
254,Balsamic notes , Resins,Green resins,3
255,Balsamic notes , Resins,Indian resins,3
256,Balsamic notes , Resins,Birch resin,2
257,Balsamic notes , Resins,European black pine resin,2
258,Balsamic notes , Resins,Gaiac resin,2
259,Balsamic notes , Resins,Hinoki resin,2
260,Balsamic notes , Resins,Indonesian dammer gum,2
261,Balsamic notes , Resins,Maple resin,2
262,Balsamic notes , Resins,Oak resin,2
263,Balsamic notes , Resins,Olive tree resin,2
264,Balsamic notes , Resins,Xanthorrhoea resin,2
265,Balsamic notes , Resins,Canadian fir resin,1
266,Balsamic notes , Resins,Capaifera resin,1
267,Balsamic notes , Resins,Carob tree resin,1
268,Balsamic notes , Resins,Ebony wood resin,1
269,Balsamic notes , Resins,Eldar pine resin,1
270,Balsamic notes , Resins,Fraser fir resin,1
271,Balsamic notes , Resins,Gum ammoniac,1
272,Balsamic notes , Resins,Kenyan cypress resin,1
273,Balsamic notes , Resins,Mopane tree resin,1
274,Balsamic notes , Resins,Norway spruce resin,1
275,Balsamic notes , Resins,Persian tree resin,1
276,Balsamic notes , Resins,Ponderosa pine resin,1
277,Balsamic notes , Resins,Spanish resin,1
278,Balsamic notes , Resins,Teak resin,1
279,Balsamic notes , Resins,Virginia cedar resin,1
280,Balsamic notes , Tolu balm,Tolu balm,625
281,Balsamic notes , Tolu balm,Colombian tolu balm,7
282,Balsamic notes , Tolu balm,Tolu balm absolute,6
283,Balsamic notes , Tolu balm,Peruvian tolu balm,4
284,Balsamic notes , Tolu balm,Brazilian tolu balm,3
285,Balsamic notes , Tolu balm,Cuban tolu balm,2
286,Balsamic notes , Tolu balm,African tolu balm,1
287,Balsamic notes , Tolu balm,French tolu balm,1
288,Citric notes , Bergamot,Bergamot,25827
289,Citric notes , Bergamot,Italian bergamot,950
290,Citric notes , Bergamot,Calabrian bergamot,767
291,Citric notes , Bergamot,Sicilian bergamot,259
292,Citric notes , Bergamot,Earl Grey tea,136
293,Citric notes , Bergamot,Bergamot zest,79
294,Citric notes , Bergamot,Bergamot blossom,49
295,Citric notes , Bergamot,Bergamot leaf,30
296,Citric notes , Bergamot,Bergamot tea,21
297,Citric notes , Bergamot,White bergamot,11
298,Citric notes , Bergamot,Italian bergamot Orpur®,10
299,Citric notes , Bergamot,Ivory Coast bergamot,9
300,Citric notes , Bergamot,French bergamot,7
301,Citric notes , Bergamot,Mediterranean bergamot,6
302,Citric notes , Bergamot,Bergamot absolute,5
303,Citric notes , Bergamot,Bergamot Orpur®,5
304,Citric notes , Bergamot,Candied bergamot,5
305,Citric notes , Bergamot,Amalfi bergamot,3
306,Citric notes , Bergamot,Candied bergamot peel,3
307,Citric notes , Bergamot,Egyptian bergamot,3
308,Citric notes , Bergamot,Italian bergamot zest,3
309,Citric notes , Bergamot,Yellow bergamot,3
310,Citric notes , Bergamot,Bergamot CO2,1
311,Citric notes , Bergamot,Bergamot liqueur,1
312,Citric notes , Bergamot,Bergamot sorbet,1
313,Citric notes , Bergamot,Bergamot syrup,1
314,Citric notes , Bergamot,Calabrian white bergamot,1
315,Citric notes , Bergamot,Candied bergamot peel,1
316,Citric notes , Bergamot,Caribbean bergamot,1
317,Citric notes , Bergamot,Chilenean bergamot,1
318,Citric notes , Bergamot,Colombian bergamot,1
319,Citric notes , Bergamot,Lady Grey tea,1
320,Citric notes , Bergamot,Madagascan bergamot,1
321,Citric notes , Bergamot,South Italian bergamot,1
322,Citric notes , Bergamot,Spanish bergamot,1
323,Citric notes , Bergamot,Tunisian bergamot,1
324,Citric notes , Bitter orange,Bitter orange,1331
325,Citric notes , Bitter orange,Bitter orange blossom,95
326,Citric notes , Bitter orange,Bitter orange leaf,43
327,Citric notes , Bitter orange,Curaçao,24
328,Citric notes , Bitter orange,Bitter orange zest,17
329,Citric notes , Bitter orange,Chinotto,10
330,Citric notes , Bitter orange,Orange bitters,9
331,Citric notes , Bitter orange,Sicilian bitter orange,9
332,Citric notes , Bitter orange,Italian bitter orange,8
333,Citric notes , Bitter orange,Brazilian bitter orange,7
334,Citric notes , Bitter orange,Green bitter orange,7
335,Citric notes , Bitter orange,Spanish bitter orange,7
336,Citric notes , Bitter orange,Paraguayan bitter orange,5
337,Citric notes , Bitter orange,African bitter orange,4
338,Citric notes , Bitter orange,Argentinian bitter orange,4
339,Citric notes , Bitter orange,Bitter orange blossom absolute,4
340,Citric notes , Bitter orange,Bitter orange absolute,3
341,Citric notes , Bitter orange,Egyptian bitter orange,3
342,Citric notes , Bitter orange,Red bitter orange,3
343,Citric notes , Bitter orange,Bitter orange bud,2
344,Citric notes , Bitter orange,Bitter orange Orpur®,2
345,Citric notes , Bitter orange,Bitter orange tree absolute,2
346,Citric notes , Bitter orange,Candied bitter orange peel,2
347,Citric notes , Bitter orange,Daidai,2
348,Citric notes , Bitter orange,Ivory Coast bitter orange,2
349,Citric notes , Bitter orange,Tunisian bitte orange,2
350,Citric notes , Bitter orange,Caribbean bitter orange,1
351,Citric notes , Bitter orange,Chinotto blossom,1
352,Citric notes , Bitter orange,Chinotto leaf,1
353,Citric notes , Bitter orange,Curaçao bitter orange,1
354,Citric notes , Bitter orange,Tuscan bitter orange,1
355,Citric notes , Bitter orange blossom,Bitter orange blossom,95
356,Citric notes , Bitter orange blossom,Bitter orange blossom absolute,4
357,Citric notes , Bitter orange blossom,Italian bitter orange blossom,2
358,Citric notes , Bitter orange blossom,Bitter orange blossom water,1
359,Citric notes , Bitter orange blossom,Sicilian bitter orange blossom,1
360,Citric notes , Blood orange,Italian blood orange,28
361,Citric notes , Blood orange,Sicilian blood orange,26
362,Citric notes , Blood orange,Blood orange zest,10
363,Citric notes , Blood orange,Israelian blood orange,4
364,Citric notes , Blood orange,Calabrian blood orange,2
365,Citric notes , Blood orange,Blood Orange Orpur®,1
366,Citric notes , Blood orange,Blood orange sorbet,1
367,Citric notes , Blood orange,Brazilian blood orange,1
368,Citric notes , Blood orange,Candied blood orange,1
369,Citric notes , Blood orange,Chinese blood orange,1
370,Citric notes , Blood orange,Mediterranean blood orange,1
371,Citric notes , Citron,Citron,542
372,Citric notes , Citron,Italian citron,17
373,Citric notes , Citron,Sicilian citron,17
374,Citric notes , Citron,Citron zest,9
375,Citric notes , Citron,Calabrian citron,8
376,Citric notes , Citron,Citron leaf,4
377,Citric notes , Citron,Corsican citron,4
378,Citric notes , Citron,Citron blossom,2
379,Citric notes , Citron,Indian cedrat,2
380,Citric notes , Citron,Citron sorbet,1
381,Citric notes , Citron,Japanese citron,1
382,Citric notes , Citron,Moroccan citron,1
383,Citric notes , Citrus fruits,Grapefruit,7641
384,Citric notes , Citrus fruits,Citrus fruits,1434
385,Citric notes , Citrus fruits,Key lime,135
386,Citric notes , Citrus fruits,Citrus zest,80
387,Citric notes , Citrus fruits,Sweet lime,46
388,Citric notes , Citrus fruits,Finger lime,32
389,Citric notes , Citrus fruits,Sicilian citrus fruits,26
390,Citric notes , Citrus fruits,Citrus leaf,21
391,Citric notes , Citrus fruits,Italian citrus fruits,20
392,Citric notes , Citrus fruits,Green citrus fruits,13
393,Citric notes , Citrus fruits,Mandora,12
394,Citric notes , Citrus fruits,Citrus plants,8
395,Citric notes , Citrus fruits,Citrus tree wood,7
396,Citric notes , Citrus fruits,Mediterranean citrus fruits,6
397,Citric notes , Citrus fruits,Murcott,5
398,Citric notes , Citrus fruits,Candied citrus fruits,4
399,Citric notes , Citrus fruits,Brazilian citrus fruits,3
400,Citric notes , Citrus fruits,Citrus macroptera,3
401,Citric notes , Citrus fruits,Dried citrus fruits,3
402,Citric notes , Citrus fruits,French citrus fruits,3
403,Citric notes , Citrus fruits,Rangpur,3
404,Citric notes , Citrus fruits,Tangor,3
405,Citric notes , Citrus fruits,Asian citrus fruits,2
406,Citric notes , Citrus fruits,Calabrian citrus fruits,2
407,Citric notes , Citrus fruits,Daidai,2
408,Citric notes , Citrus fruits,Exotic citrus fruits,2
409,Citric notes , Citrus fruits,Green shiikuwasha,2
410,Citric notes , Citrus fruits,Italian citrus zest,2
411,Citric notes , Citrus fruits,Spanish citrus fruits,2
412,Citric notes , Citrus fruits,Californian citrus fruits,1
413,Citric notes , Citrus fruits,Chironja,1
414,Citric notes , Citrus fruits,Citrus fruits absolute,1
415,Citric notes , Citrus fruits,Citrus liqueur,1
416,Citric notes , Citrus fruits,Citrus macroptera,1
417,Citric notes , Citrus fruits,Dekopon,1
418,Citric notes , Citrus fruits,Dekopon zest,1
419,Citric notes , Citrus fruits,Green citrus zest,1
420,Citric notes , Citrus fruits,Hassaku orange,1
421,Citric notes , Citrus fruits,Limequat,1
422,Citric notes , Citrus fruits,Paraguayan citrus leaf,1
423,Citric notes , Citrus fruits,Pastis,1
424,Citric notes , Citrus fruits,Shiikuwasha,1
425,Citric notes , Citrus fruits,Tropical citrus fruits,1
426,Citric notes , Clementine,Clementine,503
427,Citric notes , Clementine,Italian clementine,8
428,Citric notes , Clementine,Clementine blossom,6
429,Citric notes , Clementine,Clementine peel,4
430,Citric notes , Clementine,Corsican clementine,4
431,Citric notes , Clementine,Green clementine,3
432,Citric notes , Clementine,Clementine leaf,2
433,Citric notes , Clementine,Clementine petitgrain,2
434,Citric notes , Clementine,Sicilian clementine,2
435,Citric notes , Clementine,Spanish clementine,2
436,Citric notes , Clementine,American clementine,1
437,Citric notes , Clementine,Californian clementine,1
438,Citric notes , Clementine,Clementine absolute,1
439,Citric notes , Clementine,Clementine nectar,1
440,Citric notes , Clementine,Florida clementine,1
441,Citric notes , Clementine,French clementine,1
442,Citric notes , Clementine,Sumatra clementine,1
443,Citric notes , Grapefruit,Grapefruit,7641
444,Citric notes , Grapefruit,Pink grapefruit,915
445,Citric notes , Grapefruit,Red grapefruit,132
446,Citric notes , Grapefruit,Grapefruit zest,86
447,Citric notes , Grapefruit,Grapefruit blossom,67
448,Citric notes , Grapefruit,Florida grapefruit,33
449,Citric notes , Grapefruit,Argentinean grapefruit,18
450,Citric notes , Grapefruit,Sicilian grapefruit,18
451,Citric notes , Grapefruit,California grapefruit,16
452,Citric notes , Grapefruit,Italian grapefruit,12
453,Citric notes , Grapefruit,Grapefruit leaf,9
454,Citric notes , Grapefruit,Calabrian grapefruit,7
455,Citric notes , Grapefruit,American grapefruit,5
456,Citric notes , Grapefruit,Green grapefruit,5
457,Citric notes , Grapefruit,Methyl Pamplemousse,5
458,Citric notes , Grapefruit,Pink grapefruit zest,5
459,Citric notes , Grapefruit,Grapefruit juice,4
460,Citric notes , Grapefruit,Israelian grapefruit,4
461,Citric notes , Grapefruit,American pink grapefruit,3
462,Citric notes , Grapefruit,Grapefruit sorbet,3
463,Citric notes , Grapefruit,Grapefruit wood,3
464,Citric notes , Grapefruit,Mexican pink grapefruit,3
465,Citric notes , Grapefruit,Moroccan grapefruit blossom,3
466,Citric notes , Grapefruit,Barbados grapefruit,2
467,Citric notes , Grapefruit,Chinese grapefruit,2
468,Citric notes , Grapefruit,Grapefruit tree,2
469,Citric notes , Grapefruit,Japanese grapefruit,2
470,Citric notes , Grapefruit,Moroccan grapefruit,2
471,Citric notes , Grapefruit,Pampas grass,2
472,Citric notes , Grapefruit,Spanish grapefruit,2
473,Citric notes , Grapefruit,Candied pink grapefruit,1
474,Citric notes , Grapefruit,Corsican grapefruit,1
475,Citric notes , Grapefruit,Cuban grapefruit,1
476,Citric notes , Grapefruit,French grapefruit,1
477,Citric notes , Grapefruit,Grapefruit seed,1
478,Citric notes , Grapefruit,Grapefruit soda,1
479,Citric notes , Grapefruit,Grapefruit tea,1
480,Citric notes , Grapefruit,Indonesian grapefruit,1
481,Citric notes , Grapefruit,Lebanese grapefruit,1
482,Citric notes , Grapefruit,Levantine grapefruit,1
483,Citric notes , Grapefruit,Mediterranean grapefruit,1
484,Citric notes , Grapefruit,Mongolian grapefruit,1
485,Citric notes , Grapefruit,Nootkatone,1
486,Citric notes , Grapefruit,Paraguayan grapefruit,1
487,Citric notes , Grapefruit,Pink grapefruit blossom,1
488,Citric notes , Grapefruit,Puerto Rican pink grapefruit,1
489,Citric notes , Grapefruit,Red grapefruit zest,1
490,Citric notes , Grapefruit,Salted grapefruit,1
491,Citric notes , Grapefruit,Sicilian red grapefruit,1
492,Citric notes , Grapefruit,Tahitian grapefruit,1
493,Citric notes , Grapefruit,Texan grapefruit,1
494,Citric notes , Juices,Coconut milk,417
495,Citric notes , Juices,Plant juice,65
496,Citric notes , Juices,Apple juice,48
497,Citric notes , Juices,Orange juice,27
498,Citric notes , Juices,Lemon juice,22
499,Citric notes , Juices,Lime juice,18
500,Citric notes , Juices,Peach juice,16
501,Citric notes , Juices,Mulled cider,13
502,Citric notes , Juices,Pineapple juice,13
503,Citric notes , Juices,Bamboo sap,8
504,Citric notes , Juices,Pear juice,8
505,Citric notes , Juices,Cactus juice,4
506,Citric notes , Juices,Fruit nectar,4
507,Citric notes , Juices,Grapefruit juice,4
508,Citric notes , Juices,Pomegranate juice,4
509,Citric notes , Juices,Raspberry,4
510,Citric notes , Juices,Mandarin orange juice,2
511,Citric notes , Juices,Melon juice,2
512,Citric notes , Juices,Plum juice,2
513,Citric notes , Juices,Tree sap,2
514,Citric notes , Juices,Blackberry juice,1
515,Citric notes , Juices,Goji berry juice,1
516,Citric notes , Juices,Kale juice,1
517,Citric notes , Juices,Lettuce juice,1
518,Citric notes , Juices,Mango juice,1
519,Citric notes , Juices,Noni juice,1
520,Citric notes , Kaffir lime,Kaffir lime,91
521,Citric notes , Kaffir lime,Kaffir lime leaf,30
522,Citric notes , Kaffir lime,Kaffir lime petitgrain,5
523,Citric notes , Kaffir lime,Indonesian kaffir lime,1
524,Citric notes , Kaffir lime,Kaffir lime zest,1
525,Citric notes , Kaffir lime,Thai kaffir lime leaf,1
526,Citric notes , Kumquat,Kumquat,276
527,Citric notes , Kumquat,Kumquat zest,3
528,Citric notes , Kumquat,Candied kumquat,1
529,Citric notes , Kumquat,Japanese kumquat,1
530,Citric notes , Kumquat,Kumquat leaf,1
531,Citric notes , Lemon,Lemon,12174
532,Citric notes , Lemon,Sicilian lemon,624
533,Citric notes , Lemon,Lemon zest,454
534,Citric notes , Lemon,Italian lemon,442
535,Citric notes , Lemon,Lemon blossom,205
536,Citric notes , Lemon,Amalfi lemon,197
537,Citric notes , Lemon,Lemon leaf,152
538,Citric notes , Lemon,Calabrian lemon,80
539,Citric notes , Lemon,Green lemon,74
540,Citric notes , Lemon,Lemon petitgrain,59
541,Citric notes , Lemon,Meyer lemon,53
542,Citric notes , Lemon,Primofiore lemon,35
543,Citric notes , Lemon,Lemon tree,30
544,Citric notes , Lemon,Lemon cake,27
545,Citric notes , Lemon,Argentinian lemon,26
546,Citric notes , Lemon,Californian lemon,26
547,Citric notes , Lemon,Lemon sorbet,24
548,Citric notes , Lemon,Spanish lemon,23
549,Citric notes , Lemon,Lemon cream,22
550,Citric notes , Lemon,Lemon juice,22
551,Citric notes , Lemon,Limoncello,22
552,Citric notes , Lemon,Lemon sugar,18
553,Citric notes , Lemon,Lemon candy,16
554,Citric notes , Lemon,Lemon tree wood,15
555,Citric notes , Lemon,Sicilian lemon zest,14
556,Citric notes , Lemon,Candied lemon,13
557,Citric notes , Lemon,Lemon curd,10
558,Citric notes , Lemon,Lemon meringue,9
559,Citric notes , Lemon,Mediterranean lemon,9
560,Citric notes , Lemon,Candied lemon peel,8
561,Citric notes , Lemon,Lemon tea,8
562,Citric notes , Lemon,Lemon water,8
