,parent note,child note,count
1994,Tobacco ,Bulgarian tobacco,10
1995,Tobacco ,Honeyed tobacco,10
1996,Tobacco ,Turkish tobacco,10
1997,Tobacco ,Green tobacco,9
1998,Tobacco ,Black tobacco,8
1999,Tobacco ,Blond tobacco absolute,7
2000,Tobacco ,Shisha tobacco,7
2001,Tobacco ,Turkish tobacco absolute,6
2002,Tobacco ,Burley tobacco,5
2003,Tobacco ,Dark tobacco,5
2004,Tobacco ,Havana tobacco,5
2005,Tobacco ,Balkans tobacco absolute,4
2006,Tobacco ,Dominican tobacco,4
2007,Tobacco ,Kentucky tobacco,4
2008,Tobacco ,Perique tobacco,4
2009,Tobacco ,Tabac Bourbon,4
2010,Tobacco ,Virginia tobacco absolute,4
2011,Tobacco ,American tobacco,3
2012,Tobacco ,Balkans tobacco,2
2013,Tobacco ,Bulgarian tobacco absolute,2
2014,Tobacco ,Cavendish tobacco,2
2015,Tobacco ,French tobacco,2
2016,Tobacco ,Indian tobacco,2
2017,Tobacco ,Pyralone,2
2018,Tobacco ,Spanish tobacco,2
2019,Tobacco ,Tuscan tobacco,2
2020,Tobacco ,Yellow tobacco,2
2021,Tobacco ,American tobacco absolute,1
2022,Tobacco ,Ceylon tobacco,1
2023,Tobacco ,Dokha tobacco,1
2024,Tobacco ,English tobacco,1
2025,Tobacco ,Fruit tobacco,1
2026,Tobacco ,Honduras tobacco,1
2027,Tobacco ,Indian black tobacco,1
2028,Tobacco ,Indonesian tobacco,1
2029,Tobacco ,Latakia tobacco,1
2030,Tobacco ,Nicotiana tabacum,1
2031,Tobacco ,Nicotine,1
2032,Tobacco ,Okoumal®,1
2033,Tobacco ,Paraguayan tobacco,1
2034,Tobacco ,South African tobacco absolute,1
2035,Tobacco ,Tabanone,1
2036,Tobacco ,Tobacco attar,1
2037,Tobacco ,Wild tobacco,1
2038,Woody notes ,Vetiver,12843
2039,Woody notes ,Cedarwood,10950
2040,Woody notes ,Oud,6795
2041,Woody notes ,Woody notes,5686
2042,Woody notes ,Woods,2611
2043,Woody notes ,Rosewood,1805
2044,Woody notes ,Cypress,1633
2045,Woody notes ,Cashmere wood,1410
2046,Woody notes ,Virginia cedar,1240
2047,Woody notes ,Pine,914
2048,Woody notes ,Atlas cedar,888
2049,Woody notes ,Cashmeran,824
2050,Woody notes ,Precious woods,802
2051,Woody notes ,Birch,718
2052,Woody notes ,Fir,422
2053,Woody notes ,Papyrus,374
2054,Woody notes ,Mahogany,366
2055,Woody notes ,Texas cedar,256
2056,Woody notes ,Balsam fir,230
2057,Woody notes ,Spruce,168
2058,Woody notes ,Canary Islands juniper,149
2059,Woody notes ,Hinoki cypress,140
2060,Woody notes ,Forest accord,132
2061,Woody notes ,Teak,122
2062,Woody notes ,Black spruce,105
2063,Woody notes ,Chestnut,98
2064,Woody notes ,Lebanon cedar,97
2065,Woody notes ,Linden tree,95
2066,Woody notes ,Sequoia,85
2067,Woody notes ,Akigalawood®,82
2068,Woody notes ,Roots,77
2069,Woody notes ,Silver birch,74
2070,Woody notes ,Maple,73
2071,Woody notes ,Paper,70
2072,Woody notes ,Muhuhu,66
2073,Woody notes ,Tea tree,65
2074,Woody notes ,Silver fir,63
2075,Woody notes ,Clearwood™,60
2076,Woody notes ,Stone pine,56
2077,Woody notes ,Douglas fir,52
2078,Woody notes ,Choya Loban,47
2079,Woody notes ,Bark,41
2080,Woody notes ,Hemlock fir,39
2081,Woody notes ,Blue spruce,38
2082,Woody notes ,Vine,37
2083,Woody notes ,Lorenox™,36
2084,Woody notes ,Chinese toon,32
2085,Woody notes ,Palm tree,32
2086,Woody notes ,Pepperwood™,30
2087,Woody notes ,Sassafras,28
2088,Woody notes ,Cryptomeria,25
2089,Woody notes ,Parchment,24
2090,Woody notes ,Marijuana,23
2091,Woody notes ,Reed,23
2092,Woody notes ,Georgywood®,22
2093,Woody notes ,Javanol,22
2094,Woody notes ,Ash tree,21
2095,Woody notes ,Straw,21
2096,Woody notes ,Araucaria,19
2097,Woody notes ,Holly,19
2098,Woody notes ,Larch,18
2099,Woody notes ,Leatherwood,17
2100,Woody notes ,Safraleine,17
2101,Woody notes ,Massoia,16
2102,Woody notes ,Trees,16
2103,Woody notes ,Pacific red cedar,15
2104,Woody notes ,Sawdust,15
2105,Woody notes ,Underwood,15
2106,Woody notes ,Norlimbanol™,14
2107,Woody notes ,Cedramber,13
2108,Woody notes ,Poplar,13
2109,Woody notes ,White fir,13
2110,Woody notes ,Coconut palm,12
2111,Woody notes ,Mountain pine,12
2112,Woody notes ,White spruce,12
2113,Woody notes ,Mountain ash,11
2114,Woody notes ,Tulip tree,11
2115,Woody notes ,Okoumé,10
2116,Woody notes ,Vetiveryl acetate,10
2117,Woody notes ,Coast redwood,9
2118,Woody notes ,Fragonia™,9
2119,Woody notes ,Grand fir,9
2120,Woody notes ,Cigar-box cedar,7
2121,Woody notes ,Hercules' club,7
2122,Woody notes ,Rush,7
2123,Woody notes ,Adesmia boronioides,6
2124,Woody notes ,Aspen,6
2125,Woody notes ,Cocobolo wood,6
2126,Woody notes ,Mediterranean undergrowth,6
2127,Woody notes ,Noble fir,6
2128,Woody notes ,Pencil shaving,6
2129,Woody notes ,Yew,6
2130,Woody notes ,Coppice,5
2131,Woody notes ,Croton catatii,5
2132,Woody notes ,Dracaena,5
2133,Woody notes ,Silver spruce,5
2134,Woody notes ,Smoke bush,5
2135,Woody notes ,Timberol®,5
2136,Woody notes ,Wenge,5
2137,Woody notes ,European spruce,4
2138,Woody notes ,Irone,4
2139,Woody notes ,Majmua,4
2140,Woody notes ,Sclarene,4
2141,Woody notes ,Spanish cherry,4
2142,Woody notes ,Sycamore,4
2143,Woody notes ,Wood splint,4
2144,Woody notes ,Yucca,4
2145,Woody notes ,Aethoxylon,3
2146,Woody notes ,Alder,3
2147,Woody notes ,Balsam spruce,3
2148,Woody notes ,Bitter-wood,3
2149,Woody notes ,Jeffrey pine,3
2150,Woody notes ,Melted Woods NaturePrint®,3
2151,Woody notes ,Z11,3
2152,Woody notes ,Australian pine,2
2153,Woody notes ,Buriti,2
2154,Woody notes ,Cadam tree,2
2155,Woody notes ,Cardboard,2
2156,Woody notes ,Ebanol®,2
2157,Woody notes ,Givescone®,2
2158,Woody notes ,Pagoda tree,2
2159,Woody notes ,Pyralone,2
2160,Woody notes ,Sandanol,2
2161,Woody notes ,Wacapou ScentTrek™,2
2162,Woody notes ,Yohimbe,2
2163,Woody notes ,Acetyver,1
2164,Woody notes ,Australian coach wood,1
2165,Woody notes ,Balsa tree,1
2166,Woody notes ,Beach cedar,1
2167,Woody notes ,Bloodwood,1
2168,Woody notes ,Cedar,1
2169,Woody notes ,Iroko,1
2170,Woody notes ,Iso mohanol,1
2171,Woody notes ,Jute,1
2172,Woody notes ,Kadam attar,1
2173,Woody notes ,Katsura tree,1
2174,Woody notes ,Limbwood,1
2175,Woody notes ,Mangrove,1
2176,Woody notes ,Mulch,1
2177,Woody notes ,Okoumal®,1
2178,Woody notes ,Osyrol,1
2179,Woody notes ,Pashminol®,1
2180,Woody notes ,Pino Acetaldehyde,1
2181,Woody notes ,Polywood®,1
2182,Woody notes ,Rose tree,1
2183,Woody notes ,Sand wood,1
2184,Woody notes ,Sipo tree,1
2185,Woody notes ,Soapberry,1
2186,Woody notes ,Staghorn sumac,1
2187,Woody notes ,Verdox™,1
2188,Woody notes ,Virginia snake root,1
