target,1rank,2rank,3rank,4rank,5rank,6rank,7rank,8rank,9rank,10rank
1757,1757,2524,313,2676,1635,225,405,394,1301,1433
258,258,219,650,899,992,260,1148,1179,2466,901
1979,1979,1005,414,2307,1780,1861,721,528,434,2577
1642,1642,1486,2251,1295,2535,765,379,2041,1034,1823
311,311,1141,2107,1927,1054,1193,1357,793,619,144
701,1045,701,1601,2381,849,167,2460,1996,213,2551
2402,318,2402,828,2586,2051,1704,1925,1264,1391,1367
1266,2727,2030,1259,1290,1194,1266,456,1565,28,969
174,249,174,1225,1777,429,1388,672,1558,1519,1720
2117,2662,2117,1711,1315,307,157,621,1547,446,1806
2177,2177,1999,1327,1460,1605,308,2158,1765,562,1796
1740,1740,174,249,2418,1103,2475,1777,1388,1754,429
2291,2291,1088,75,967,88,981,130,2449,1339,668
1063,1063,206,2367,2095,2394,1491,1202,2404,1129,2137
1974,665,176,2403,1974,2360,1527,382,378,1603,1807
1975,2687,1975,200,2589,14,673,669,972,776,535
1976,1976,2038,699,679,1873,365,1332,1963,1848,1934
1977,2684,1926,1977,1785,308,2178,2158,274,441,1408
1376,1376,1967,2404,2463,1087,2394,1491,2367,228,164
1024,1024,2664,27,2213,686,1626,2374,1743,1007,613
316,316,497,2658,108,1812,2510,402,2137,1283,2409
2309,2309,1928,642,1549,1669,264,1798,1402,1499,2627
1012,1345,1012,20,742,925,2243,466,1220,2456,943
1013,1013,1864,1500,2289,2665,2498,2482,641,27,183
1505,1505,1070,1267,2561,1552,444,1443,661,455,2618
2545,2545,2232,1954,244,2159,704,2642,2095,833,1307
1669,1669,2209,1084,184,604,1764,264,1528,181,327
1358,1358,2381,701,1601,1045,1031,849,658,1809,252
1332,1976,2038,699,679,1873,365,1332,1963,1848,1934
932,932,204,2362,2605,2599,177,1146,2582,566,614
2195,2195,2705,592,1940,991,2344,999,2730,1594,1302
1496,1496,1503,2522,228,2519,919,2335,2539,1967,1265
912,912,1189,1773,541,1359,2231,2658,1929,347,402
1524,1592,2548,619,1507,1193,1692,1092,2597,2296,1524
1904,1904,1478,1344,202,74,533,1623,338,856,1059
1561,1561,190,1492,1210,178,107,700,2285,2692,432
892,892,2067,119,1327,659,281,1460,1841,2594,260
309,1838,309,1964,1471,1273,1128,993,2659,2180,2062
593,593,1384,1127,651,894,2082,590,2222,1291,2245
217,217,370,704,2332,1726,1795,471,94,2288,708
1480,1342,2207,489,1480,1648,2529,550,1427,1733,1168
795,795,1752,389,2170,2514,546,2255,551,1267,1070
1722,1722,500,2073,747,1544,2320,896,605,1731,655
1744,337,149,2182,539,1638,1744,1463,702,821,109
2709,2709,1516,2238,1385,2021,2422,722,2447,997,315
1928,1928,2309,1549,642,2209,235,193,2186,2073,2653
872,872,2677,2577,1780,387,1255,434,1186,1464,250
873,2398,2647,1683,616,873,1655,2371,359,893,1236
2340,2340,329,2130,2125,1356,1939,1358,1764,2295,2575
1978,1978,114,2158,2177,854,1635,1217,904,225,394
879,2412,879,334,984,775,2263,836,404,719,1930
925,44,925,742,1345,1012,2424,1262,20,166,293
1356,1356,1519,1558,1031,1720,801,1170,397,1001,2122
1847,1751,1847,1278,1776,1706,2350,903,2118,256,1098
1344,1344,1904,803,2299,632,1016,1609,2058,1026,239
2193,2193,95,608,1616,140,1458,1784,2145,552,707
2599,2599,2474,614,1826,1714,517,180,30,2117,2662
2727,2727,2030,1259,1290,1194,1266,456,1565,28,969
1545,1545,2447,2698,1111,240,1444,1046,695,985,92
1287,1287,12,1867,1522,1997,612,1450,91,2598,2649
422,422,1490,2528,51,1963,58,1535,637,972,1848
1982,1982,1862,965,2223,2184,1405,1819,2215,400,1074
359,359,1683,873,1655,753,2398,616,765,2647,2371
688,688,93,1935,243,118,1250,1853,984,404,2263
1450,1450,2598,1858,430,1980,419,211,2419,1920,2155
2040,2040,2018,1240,2268,1910,1649,146,2232,1302,247
1107,1107,877,1151,271,2665,2323,464,2335,1329,1369
596,596,2602,1961,460,685,1027,1866,2141,853,1023
331,2310,2485,331,642,1973,631,389,1165,824,2329
2417,2417,2474,1479,303,1826,985,226,1711,1965,1493
1082,110,1082,598,358,1544,1731,1858,2419,1597,858
1025,1025,540,675,470,1325,778,2215,400,1894,2665
2298,2298,1099,2676,2718,1986,703,313,1433,394,2524
191,191,529,2609,2266,597,421,495,409,1023,1894
1640,788,1640,1069,2141,2289,2339,1732,1133,1594,332
367,367,2660,1952,2311,2553,1249,2328,570,1909,1508
1061,1061,488,2031,1991,1802,2131,2602,460,1654,1027
1029,1029,1824,458,2045,1451,2109,5,1108,340,2439
1991,1654,507,1923,2131,1991,1789,1876,2181,168,808
2466,2466,2101,1094,1004,2254,258,219,79,532,2300
1481,2490,1481,2474,1226,2715,594,517,985,303,1337
1857,1857,2142,1608,2145,810,2307,1695,1379,1799,414
2136,2136,1030,1388,1777,876,2372,259,2611,2721,1755
1333,800,1333,1284,1668,177,1560,32,1253,1285,2369
1428,1428,601,1925,1391,1264,1367,2226,1281,826,1101
1570,943,1413,2321,2430,827,1570,1162,2679,624,2589
371,371,380,1229,460,1850,1961,2602,1027,2237,2130
1121,1121,1288,342,1448,1947,676,558,2347,337,2182
1120,1120,523,1357,2148,1484,1270,2473,1788,1622,1346
1123,1252,2191,1123,2503,420,1250,1935,118,243,688
1122,1122,758,1198,983,1272,2285,2692,363,424,2225
2423,2423,575,294,2163,1498,2261,2706,1265,946,1934
1469,1469,1417,151,734,399,445,1970,1079,2104,512
112,112,2089,312,961,938,2172,213,1563,167,1996
2214,2214,534,1917,282,2622,766,1629,1619,41,409
1167,2407,1167,819,959,859,160,61,531,1993,2079
2479,2479,2540,172,825,1445,1215,1020,1286,398,964
2078,2078,1880,1846,716,385,2686,1805,809,2642,1134
2080,2080,1211,1261,1552,1946,205,2188,1188,567,1895
2079,2079,297,2168,2281,834,340,1293,2590,2407,959
1695,1695,1608,2120,1938,1799,810,95,528,55,199
1221,1221,731,878,2185,1078,2677,1005,291,2292,1020
1397,1397,1981,2179,2116,1810,2124,2537,1595,2399,1002
652,652,2344,187,2277,2212,384,386,2418,2343,680
868,868,1276,1762,319,1199,1295,2251,2505,1280,1588
1398,1398,921,2118,599,1394,733,738,2504,515,175
2715,2715,1226,2117,1711,1799,686,1626,2662,1337,810
2714,2714,1839,10,560,1591,1115,281,1327,77,659
724,724,202,2132,2278,831,1478,1723,2659,493,338
436,436,1258,1735,15,758,2670,1102,221,2692,2285
1235,1235,2724,321,2132,2523,493,36,158,2686,1134
684,684,102,1932,1044,705,2309,1483,1893,2330,2627
960,960,2316,1377,486,2237,1654,916,1162,1991,1570
685,2602,1027,460,1961,685,302,464,2506,2612,702
1411,1411,465,2326,1078,1004,2090,2254,2101,783,196
1143,1143,2202,1171,1573,149,1818,442,1991,337,1638
784,784,796,2383,372,2072,956,2171,2573,2550,2284
1142,1142,2412,334,879,658,2710,1036,252,1083,836
785,1033,785,928,1443,679,263,1072,699,1873,2360
909,535,1723,909,1576,2112,2306,1080,1700,2544,2620
1530,1530,656,1813,613,2414,2619,2213,552,1184,1409
908,908,1460,2353,1327,992,260,390,1839,161,501
1795,1795,2332,1728,217,2052,94,514,1899,885,1791
1935,688,93,1935,243,118,1250,1853,984,404,2263
1531,1531,222,2225,758,818,734,632,402,1630,151
1532,1028,988,1446,1213,1948,1532,658,1909,570,2419
1533,1533,2442,1368,275,2002,913,1478,998,1637,2099
1656,1656,817,208,416,173,1970,1649,2012,419,1437
1846,1846,809,2642,2078,2232,1160,1880,1309,1580,2138
2581,163,1010,1321,2411,2493,571,408,1330,2375,1550
152,152,990,146,272,2285,2429,704,1010,436,758
1582,1582,2513,1076,2391,2010,1958,301,2093,1989,2518
1803,1803,1444,2189,2457,2429,414,1453,2363,2067,1780
1804,1804,1680,1933,505,1287,2486,1512,515,1997,612
588,588,547,1424,2650,2151,1767,2604,525,12,903
526,526,1309,1063,206,1535,972,58,51,851,1848
1589,1589,523,2448,1745,2325,2406,910,2370,1686,1713
1154,1833,482,1154,412,2493,2549,920,2687,1975,200
1152,577,1152,1117,1179,899,2314,100,2146,22,2638
1683,2398,2647,1683,616,873,1655,2371,359,893,1236
1153,1153,1254,1818,1562,1600,29,66,2697,1737,1680
1624,1342,2207,489,1480,1648,2529,550,1427,1733,1168
606,163,1010,1321,2411,2493,571,408,1330,2375,1550
2720,2720,146,2040,716,1454,2686,282,1407,68,2018
229,229,1081,1899,1188,205,567,1298,166,1429,201
239,239,2299,856,758,171,983,305,1344,2542,1843
240,240,2709,888,1545,186,1285,2243,2447,2694,1684
241,915,1825,96,241,487,690,269,2461,149,1463
243,688,93,1935,243,118,1250,1853,984,404,2263
238,238,1998,1289,1696,2592,2674,717,581,1903,929
242,242,834,340,1470,2712,1521,2568,2109,1993,5
2647,2398,2647,1683,616,873,1655,2371,359,893,1236
985,985,303,1400,622,2417,2490,1481,79,1111,2698
1500,1500,56,2289,1261,1712,2060,2498,636,2665,2482
1490,2528,1490,867,422,1431,1944,1226,634,2715,660
209,209,2387,113,2262,2690,2192,2678,1775,2050,518
2339,1133,2339,332,310,1069,1023,675,2295,1325,495
2413,1375,1113,2413,2415,1138,2640,2671,1056,357,1538
1352,2364,1352,481,779,215,1205,1824,1108,643,430
630,630,2716,2445,434,622,1255,2057,251,787,1780
2390,2390,798,959,2013,2586,1167,2051,1704,143,283
1271,1271,1306,822,1659,2281,297,2495,2348,1366,2671
2564,2564,2471,1118,1563,2391,2172,512,1324,2281,2203
843,1790,1941,361,1304,843,1224,28,2083,2507,969
2104,1079,2104,737,1469,709,2590,1630,151,734,1417
2409,2409,1283,316,497,640,1890,2658,108,2344,1812
1185,1185,808,111,740,885,1046,2542,1899,170,807
2611,2611,1030,1755,1906,2136,749,2696,907,1388,1777
148,490,148,320,1000,1897,1208,2060,2322,188,1940
2202,1143,2202,1171,1573,149,1818,442,1991,337,1638
1425,1425,790,1562,1039,2643,1406,1360,2055,138,1461
86,86,991,2526,2309,1798,1065,1503,2705,2361,2596
2484,2484,399,2556,555,883,1164,1469,1773,1936,2576
1784,1784,1951,495,853,1023,2193,595,216,1133,280
340,340,2568,2712,2109,2248,2079,1993,5,1076,242
1231,1231,2154,1206,2194,1783,1157,1218,1852,896,1622
147,147,307,2595,2213,2437,1881,1711,1337,2117,686
918,918,1887,2016,2171,743,956,1737,234,2399,2284
816,816,658,2454,1142,1813,2699,1930,483,836,719
2461,915,1825,96,241,487,690,269,2461,149,1463
1219,1219,741,1165,631,1973,2618,2416,2403,2130,1577
979,979,1569,803,1885,392,632,190,2006,1016,2639
1114,1114,1053,2668,2308,1499,308,1434,870,1389,786
2704,163,1010,1321,2411,2493,571,408,1330,2375,1550
653,653,521,548,1943,1223,1881,2331,2067,787,1780
2044,2044,1326,1376,888,1967,186,807,1319,2607,2279
2316,960,2316,1377,486,2237,1654,916,1162,1991,1570
375,375,1628,1403,21,1374,189,1234,1677,2324,2400
641,641,2497,1645,2498,2482,1013,602,1403,21,1628
2468,2468,1059,2657,2475,2113,632,1016,818,1637,913
1451,1451,993,643,1108,57,939,845,2315,2644,1381
2234,2234,333,309,2567,1471,1838,1964,1119,1294,2491
1820,1820,1247,2168,1058,1366,2568,159,1970,445,2502
2185,2185,2557,521,731,1221,1078,390,2292,2677,414
1590,1590,511,421,191,2626,1789,2335,1781,778,168
1000,490,148,320,1000,1897,1208,2060,2322,188,1940
333,333,279,2005,2577,622,77,2621,454,79,1115
2186,2186,2450,666,2070,193,1256,968,1934,40,60
2505,2505,868,1276,950,1762,319,1767,1149,2604,1845
1062,1062,2431,10,226,2005,1596,2585,467,1547,1132
2187,2187,924,2373,2530,848,0,2279,131,2680,1336
2500,2500,1015,287,1905,815,1359,1958,2231,805,131
2499,2499,2108,2052,1326,2313,517,1882,62,1481,2490
2497,2497,2498,2482,641,1628,21,1403,2424,1262,268
883,883,2168,2015,555,435,139,1970,2568,2293,1390
2498,2498,2482,2494,212,587,1682,2552,2324,3,519
1867,1997,612,1867,1160,1649,791,2089,112,777,247
864,864,1786,1459,1781,1444,2189,1445,1889,1005,1545
823,823,620,2546,1488,534,9,1357,1389,786,796
2397,2397,1422,279,1062,369,2577,428,1868,2005,458
543,543,293,2057,251,2566,2621,1994,315,454,752
1761,2240,1761,98,656,836,1091,1813,1930,2699,2576
1762,868,1276,1762,319,1199,1295,2251,2505,1280,1588
1763,1950,1763,470,540,1325,675,660,1613,2414,392
131,131,2279,1822,2500,611,781,1612,1161,1337,1566
1400,1400,2142,465,2457,985,303,1379,810,2363,414
1591,1591,783,2714,2453,1606,210,1184,2437,2326,390
1431,867,1431,2059,561,801,1490,777,1716,2528,1558
1432,1432,2682,2047,1651,2043,2085,2140,911,2694,1003
1027,2602,1027,460,1961,685,302,464,2506,2612,702
716,716,1454,392,999,232,1163,2078,2670,1880,2040
2344,2344,347,2696,2409,1283,652,402,187,1601,2381
1301,313,1635,2524,703,1301,1433,394,2676,225,1693
2055,766,2055,1917,1461,1406,683,698,1392,1425,237
427,427,2604,2650,620,860,2546,432,1561,436,15
2559,2559,2120,1132,157,1315,374,2518,410,2142,2145
27,27,2595,1024,266,199,1864,2250,2000,2664,2054
1300,83,1300,1644,1737,751,1542,698,1392,231,1917
342,342,1288,1121,1947,676,1448,420,2182,417,937
1735,1735,436,108,758,2683,286,2534,2285,1892,2692
1789,2181,1789,168,2645,1512,549,104,645,1818,1654
965,965,2184,1405,1862,849,2532,801,1558,2277,2381
2194,2194,2096,1787,2219,1231,2154,1157,1783,339,153
927,927,528,55,194,1226,1608,480,2715,2265,2467
1286,1286,718,974,1516,315,1819,218,1517,1445,418
2061,2061,811,1232,1497,2489,726,214,1281,1641,242
2663,2663,1117,2558,1616,2292,1078,34,2314,1221,1152
2039,2039,1371,2550,113,388,1908,2387,1495,198,1883
682,671,682,1937,1227,163,1851,1104,1907,545,751
2645,2645,104,645,549,470,836,421,775,612,675
1783,1157,1783,986,1434,715,500,1231,1125,853,461
2314,2314,390,2292,1525,100,739,1664,1090,1152,2638
2672,2672,1504,678,338,214,2659,353,2062,43,1209
821,821,1463,1638,539,149,1744,2143,2182,337,2506
2261,2261,1202,1466,1498,2423,1063,1487,206,1269,946
164,164,78,63,1942,2049,212,1376,1963,58,2393
454,454,1303,2621,561,2455,673,1836,890,776,1951
2245,2245,721,1260,1101,333,2222,2007,2558,2515,1458
720,720,2587,187,1740,2362,346,1146,1035,2218,2418
51,58,1963,637,51,1535,1848,972,2367,2112,2394
2252,2252,835,537,704,471,2239,217,1726,706,2288
417,994,417,2347,1830,558,450,1121,153,25,1288
469,469,1960,1421,2259,2654,2118,24,1098,1104,2030
1863,1863,2081,2593,2175,1946,1097,2025,1019,1854,433
2655,2655,476,1197,924,640,1489,2148,1283,2137,1129
7,7,1485,541,680,681,737,16,80,347,900
501,501,947,2353,260,992,603,2693,1525,277,1094
1420,1750,257,638,1828,2,47,1233,583,846,2603
2121,2121,251,2057,2054,2445,1697,92,1318,1493,1161
1304,1790,1941,361,1304,843,1224,28,2083,2507,969
1884,1884,858,1125,461,500,1157,1783,2669,2111,1989
1832,1362,1832,694,2416,1817,227,1577,165,2703,1328
263,263,51,1535,314,972,58,1548,637,2723,2180
2404,1491,2394,2367,2404,1063,206,2730,1302,1265,1376
991,991,2705,2195,946,1019,1265,1381,830,184,2613
1573,1143,2202,1171,1573,149,1818,442,1991,337,1638
1572,1572,1810,2116,2632,110,1082,2598,1187,513,1288
1574,1574,2419,1858,2199,1082,288,1627,626,1546,1247
1575,1898,1575,67,1051,1066,1924,2171,2573,234,2648
1571,1571,140,825,1458,2146,1020,1743,2005,657,1596
160,160,1999,974,2204,1516,315,1604,82,125,819
1717,1717,440,1796,203,1348,911,2152,917,2048,1701
1054,1054,796,2413,1652,2732,1375,905,1113,2220,523
2457,2457,1400,1803,1257,1111,2698,2000,2142,374,2292
620,620,159,2650,427,2546,823,9,436,822,2622
386,386,1870,640,2658,2344,220,652,554,1283,2137
246,430,246,1247,1450,2598,481,779,208,1649,445
262,262,1719,506,640,16,1347,2606,1180,2156,692
1160,2138,1160,809,982,938,612,1997,1867,1557,1812
2578,2578,273,2027,338,909,1429,201,1723,535,2430
735,735,2484,2489,1501,1988,1537,1773,1110,641,667
2217,773,2217,1765,562,2106,1011,992,728,260,2065
2010,2010,2331,1958,410,1582,610,552,1881,1612,2513
1086,1086,2281,2348,2422,2626,1105,1435,2211,2564,2157
1363,1363,1359,2231,108,1620,171,1892,363,700,815
291,291,1221,1697,1005,2677,1020,2146,2386,1161,872
1765,1765,728,2217,1292,773,2438,655,2709,1136,2074
1593,1593,666,2373,2235,0,2241,1628,1403,21,1334
1654,1654,507,1923,2131,1991,1789,1876,2181,168,808
590,590,1136,1035,651,2218,1796,718,82,1260,2204
2091,2091,2065,231,1534,1829,1394,2224,738,733,505
2089,112,2089,312,961,938,2172,213,1563,167,1996
2090,2090,1078,1513,1411,2326,1004,908,1020,2147,1109
373,492,1321,2144,1915,2584,373,1896,954,951,1173
2584,492,1321,2144,1915,2584,373,1896,954,951,1173
2105,2105,2156,1366,1058,1926,1785,1977,2685,2684,2636
1831,1831,957,1281,1209,687,1083,1180,2606,1916,1348
2144,492,1321,2144,1915,2584,373,1896,954,951,1173
2032,2032,715,1233,1874,2603,1420,583,47,638,1750
1399,1399,2582,660,1554,2528,1490,391,204,2514,2605
582,582,1878,797,672,2532,1346,2008,1982,944,568
1955,1955,116,351,532,1172,2585,608,1793,2193,1479
587,1682,587,2071,2289,973,699,2038,1873,679,2482
208,208,2009,1531,151,734,1492,237,173,1423,146
1938,1938,2120,1695,2307,261,2378,446,1282,2559,621
2695,2695,2361,2596,2648,753,2718,1099,765,379,2470
1673,1673,1971,486,115,960,2615,1377,2316,2092,1854
1442,492,1321,2144,1915,2584,373,1896,954,951,1173
1036,1036,775,404,1522,1142,2263,984,2649,2076,2600
1035,2218,1035,590,1515,283,2587,1945,2086,1391,1264
1443,1443,84,674,292,2723,928,1033,785,2286,1775
260,260,992,1090,277,2638,37,908,1094,501,258
119,119,73,892,1841,992,260,625,527,594,1882
272,272,2268,2018,1240,759,940,2040,2730,1649,146
827,943,1413,2321,2430,827,1570,1162,2679,624,2589
633,633,434,1255,990,1780,759,2373,1943,548,121
2653,2653,2073,424,2575,1939,264,1129,2333,805,900
1942,164,78,63,1942,2049,212,1376,1963,58,2393
1377,960,2316,1377,486,2237,1654,916,1162,1991,1570
190,190,2285,2692,1561,1569,758,199,2084,15,266
893,893,1068,1434,1602,910,2398,1655,616,1745,2371
1542,1542,1220,1100,1680,2435,111,808,1177,740,231
921,1398,921,2118,599,1394,733,738,2504,515,175
162,162,1032,898,2441,623,1060,2458,1605,556,2495
163,163,1856,1411,1440,682,671,657,2090,1004,2254
